# META: {"workflow_id": 9, "user_id": 33, "num_abstract": 50, "connector_pattern": "1000100100010000000100110111010100011110001011000", "abstract_services": {"a_0": 122, "a_1": 102, "a_2": 117, "a_3": 107, "a_4": 90, "a_5": 90, "a_6": 98, "a_7": 123, "a_8": 113, "a_9": 91, "a_10": 108, "a_11": 118, "a_12": 98, "a_13": 102, "a_14": 117, "a_15": 106, "a_16": 115, "a_17": 123, "a_18": 123, "a_19": 108, "a_20": 107, "a_21": 120, "a_22": 98, "a_23": 104, "a_24": 91, "a_25": 93, "a_26": 120, "a_27": 110, "a_28": 100, "a_29": 107, "a_30": 114, "a_31": 93, "a_32": 112, "a_33": 116, "a_34": 93, "a_35": 92, "a_36": 101, "a_37": 90, "a_38": 112, "a_39": 98, "a_40": 101, "a_41": 113, "a_42": 102, "a_43": 116, "a_44": 104, "a_45": 108, "a_46": 108, "a_47": 104, "a_48": 89, "a_49": 101}, "total_latency": 6.237, "total_throughput": 1.675}
abstract_service,concrete_service,latency,throughput
a_16,1601,0.216,13.888
a_16,3662,0.038,78.947
a_16,2230,0.233,8.583
a_16,1457,1.941,355.486
a_16,1226,0.239,37.656
a_16,5073,0.145,13.793
a_16,5004,0.151,19.867
a_16,2987,0.329,6.079
a_16,1519,1.205,8.298
a_16,1698,0.146,34.246
a_16,3075,0.567,144.62
a_16,5010,0.117,25.641
a_16,5452,0.259,11.583
a_16,2378,0.217,36.866
a_16,4111,0.272,11.029
a_16,859,0.403,4.962
a_16,1902,0.52,7.692
a_16,2956,0.258,19.379
a_16,4874,0.148,27.027
a_16,3650,0.081,37.037
a_16,3626,0.089,134.831
a_16,5399,0.243,106.995
a_16,1436,0.594,8.417
a_16,5060,0.083,24.096
a_16,2557,0.705,2.836
a_16,2619,0.704,4.261
a_16,5358,0.073,178.082
a_16,585,0.11,163.636
a_16,985,1.403,1.425
a_16,2810,0.166,24.096
a_16,5523,1.367,1.463
a_16,4080,0.168,17.857
a_16,2795,0.165,30.303
a_16,2415,0.377,7.957
a_16,5396,0.121,388.429
a_17,2051,0.091,21.978
a_17,5016,0.16,12.5
a_17,2306,0.207,14.492
a_17,4766,0.107,65.42
a_17,5494,0.186,48.387
a_17,239,0.132,53.03
a_17,2482,0.14,99.999
a_17,4691,0.414,7.246
a_17,5005,0.086,186.046
a_17,3,0.22,9.09
a_17,3503,0.188,21.276
a_17,3331,2.539,798.345
a_17,2737,0.17,29.411
a_17,3785,0.142,21.126
a_17,3644,0.059,50.847
a_17,4278,0.071,42.253
a_17,1360,0.506,7.905
a_17,4845,0.11,36.363
a_17,1265,0.195,15.384
a_17,3782,0.209,14.354
a_17,2942,0.232,38.793
a_17,5370,0.355,5.633
a_17,5492,0.087,34.482
a_17,4782,0.12,100.0
a_17,3905,0.087,34.482
a_17,4546,0.066,30.303
a_17,3551,0.071,42.253
a_17,156,0.249,32.128
a_17,489,0.096,93.75
a_17,3119,0.416,9.615
a_17,2618,0.597,5.025
a_17,1866,0.461,4.338
a_17,5475,0.133,52.631
a_17,5426,0.193,5.181
a_17,3959,0.133,7.518
a_17,4010,0.155,12.903
a_17,4226,0.253,19.762
a_17,1920,0.257,112.84
a_17,4939,0.079,63.291
a_17,3897,0.038,78.947
a_17,5182,0.399,2.506
a_17,25,0.234,12.82
a_17,185,0.46,13.043
a_17,2336,0.158,12.658
a_17,5513,0.302,6.622
a_17,704,0.33,6.06
a_17,4612,0.355,8.45
a_17,3817,0.181,16.574
a_17,122,0.309,9.708
a_17,650,0.23,8.695
a_17,4858,1.324,3.776
a_17,4846,0.127,39.37
a_17,3988,0.074,94.594
a_17,1206,0.388,5.154
a_17,2180,0.145,13.793
a_17,5111,0.384,5.208
a_17,153,0.29,6.896
a_17,3583,0.057,52.631
a_17,4993,0.214,18.691
a_17,5424,0.072,41.666
a_17,148,0.257,7.782
a_17,2565,0.501,5.988
a_17,2976,0.302,13.245
a_17,1663,0.153,26.143
a_17,5730,0.12,33.333
a_17,840,1.032,1.937
a_17,2852,0.164,30.487
a_17,2542,0.124,24.193
a_17,2293,0.415,12.048
a_17,1779,0.3,10.0
a_17,2441,0.483,4.14
a_17,1095,0.299,66.889
a_17,3991,0.16,50.0
a_17,5706,0.134,574.626
a_17,2835,0.165,30.303
a_17,5031,0.35,5.714
a_17,5062,0.096,135.416
a_17,4122,0.028,142.857
a_17,4579,0.089,101.123
a_17,310,0.16,56.25
a_17,5283,0.188,191.489
a_17,695,0.81,32.098
a_17,4472,0.149,26.845
a_17,1508,0.514,7.782
a_17,2317,0.268,14.925
a_17,4693,0.12,33.333
a_17,2728,0.159,31.446
a_17,62,0.496,6.048
a_17,106,0.542,3.69
a_17,4124,0.04,50.0
a_17,561,0.477,6.289
a_17,4423,0.137,21.897
a_17,1187,1.843,1.085
a_17,1863,0.245,16.326
a_17,1039,0.372,8.064
a_17,3234,0.207,14.492
a_17,2842,0.165,30.303
a_17,1461,0.545,5.504
a_17,2150,0.349,8.595
a_17,3460,0.127,23.622
a_17,1913,0.791,5.056
a_17,4293,0.235,174.468
a_17,5545,0.175,40.0
a_17,1740,0.189,296.296
a_17,565,0.543,79.189
a_17,2147,0.342,8.771
a_17,3110,0.469,14.925
a_17,3703,9.587,0.312
a_17,1892,0.493,44.624
a_17,2120,0.314,6.369
a_17,4362,0.067,59.701
a_17,1467,1.49,2.684
a_17,571,0.329,6.079
a_17,2391,0.218,36.697
a_17,2697,0.165,30.303
a_17,5784,0.112,35.714
a_17,191,0.883,5.662
a_17,3829,0.139,7.194
a_17,4699,0.015,133.333
a_17,4396,0.192,20.833
a_17,5011,0.044,45.454
a_17,3241,0.59,6.779
a_17,2952,0.316,9.493
a_18,3253,0.076,65.789
a_18,779,0.692,4.335
a_18,1498,0.685,8.759
a_18,3852,0.123,24.39
a_18,2471,0.14,114.285
a_18,1275,0.253,588.932
a_18,5225,0.452,6.637
a_18,3792,0.12,66.666
a_18,1640,0.163,30.674
a_18,2337,0.319,241.379
a_18,2154,0.341,8.797
a_18,2662,0.438,9.132
a_18,5271,0.283,7.067
a_18,2814,0.168,29.761
a_18,59,0.229,8.733
a_18,4327,0.071,42.253
a_18,3913,0.183,21.857
a_18,3568,0.067,44.776
a_18,68,0.521,5.758
a_18,666,0.505,7.92
a_18,2207,0.375,10.666
a_18,3932,0.327,15.29
a_18,2423,0.275,7.272
a_18,3610,0.04,75.0
a_18,5722,0.047,63.829
a_18,5569,0.147,34.013
a_18,1919,0.401,7.481
a_18,414,0.482,14.522
a_18,4230,0.131,30.534
a_18,4986,0.061,32.786
a_18,1359,0.153,26.143
a_18,5479,0.129,69.767
a_18,676,0.249,8.032
a_18,3105,0.242,8.264
a_18,4037,0.267,11.235
a_18,2999,1.949,282.195
a_18,5371,0.118,16.949
a_18,5443,0.444,6.756
a_18,5521,0.706,2.832
a_18,3848,0.143,27.972
a_18,2708,0.167,29.94
a_18,2970,0.303,9.9
a_18,490,0.092,97.826
a_18,344,0.135,51.851
a_18,751,0.55,3.636
a_18,1516,0.48,6.25
a_18,2884,0.332,611.445
a_18,3038,0.297,10.101
a_18,5304,0.444,4.504
a_18,4632,0.145,27.586
a_18,1356,0.604,3.311
a_18,545,0.063,47.619
a_18,5559,0.387,31.007
a_18,656,0.249,180.722
a_18,665,0.538,7.434
a_18,3742,0.168,17.857
a_18,427,0.187,37.433
a_18,328,16.028,0.436
a_18,761,2.436,18.883
a_18,1455,0.328,12.195
a_18,588,3.186,0.941
a_18,821,0.673,2.971
a_18,4342,0.117,34.188
a_18,5040,0.124,24.193
a_18,3724,0.164,18.292
a_18,2198,0.449,48.997
a_18,3143,0.317,9.463
a_18,2473,0.138,231.884
a_18,2238,0.202,14.851
a_18,214,0.258,11.627
a_18,3152,0.224,13.392
a_18,3756,0.032,93.75
a_18,3933,0.234,17.094
a_18,4236,0.127,31.496
a_18,2685,0.546,7.326
a_18,5273,0.224,22.321
a_18,4554,0.13,323.076
a_18,586,0.537,14.897
a_18,3560,0.062,48.387
a_18,1847,0.447,8.948
a_18,2602,0.405,4.938
a_18,5340,0.126,31.746
a_18,2028,0.371,10.781
a_18,334,0.136,51.47
a_18,1194,0.381,7.874
a_18,482,0.095,94.736
a_18,4871,0.12,25.0
a_18,3178,0.19,21.052
a_18,4885,0.235,8.51
a_18,2349,0.288,10.416
a_18,5743,0.103,19.417
a_18,3102,0.39,7.692
a_18,1969,0.706,143.059
a_18,3891,0.14,28.571
a_18,2832,0.165,30.303
a_18,4978,0.077,25.974
a_18,1234,0.27,33.333
a_18,2547,0.387,7.751
a_18,3870,0.103,58.252
a_18,1613,0.376,7.978
a_18,5279,0.144,27.777
a_18,508,0.042,47.619
a_18,3431,0.099,40.404
a_18,4816,0.14,78.571
a_18,1948,0.259,11.583
a_18,3748,0.045,66.666
a_18,4314,0.157,286.624
a_18,4180,0.057,35.087
a_18,5727,0.146,13.698
a_18,4077,0.154,25.974
a_18,4098,0.179,16.759
a_18,5146,0.741,5.398
a_18,1448,0.415,36.144
a_18,824,0.643,21.772
a_18,5553,0.329,18.237
a_18,5647,0.083,36.144
a_18,521,0.321,9.345
a_18,2009,0.422,14.218
a_18,1569,0.406,14.778
a_18,2598,0.769,2.6
a_18,3511,0.045,66.666
a_18,982,0.457,41.575
a_18,1050,0.438,15.981
a_19,1020,0.269,40.892
a_19,5290,0.405,856.79
a_19,2351,0.695,4.316
a_19,1123,0.657,18.264
a_19,1935,0.297,10.101
a_19,3210,0.223,76.233
a_19,1968,0.147,20.408
a_19,3602,0.036,83.333
a_19,4258,0.064,62.5
a_19,3547,0.125,24.0
a_19,1985,0.457,10.94
a_19,136,0.304,6.578
a_19,2582,0.253,7.905
a_19,648,0.488,4.098
a_19,2989,0.158,82.278
a_19,5244,0.356,8.426
a_19,2437,0.345,40.579
a_19,4021,0.089,22.471
a_19,152,0.265,11.32
a_19,1205,0.395,17.721
a_19,2113,0.355,5.633
a_19,5330,0.324,12.345
a_19,4813,0.13,23.076
a_19,340,0.132,53.03
a_19,3861,0.062,32.258
a_19,3117,0.236,12.711
a_19,651,0.224,8.928
a_19,1247,0.136,22.058
a_19,834,9.733,0.205
a_19,2734,0.174,22.988
a_19,3098,0.504,253.968
a_19,4854,0.17,11.764
a_19,3344,0.228,162.28
a_19,5491,0.2,20.0
a_19,1797,0.271,7.38
a_19,4731,0.672,8.928
a_19,5345,0.135,14.814
a_19,1011,0.283,7.067
a_19,3609,0.048,62.5
a_19,3539,0.212,14.15
a_19,5130,0.458,8.733
a_19,4740,0.303,105.61
a_19,2139,0.35,5.714
a_19,1087,0.16,18.75
a_19,5520,0.29,6.896
a_19,5773,0.151,26.49
a_19,938,0.969,4.127
a_19,204,0.604,8.278
a_19,3631,0.03,100.0
a_19,2295,0.359,8.356
a_19,5308,0.046,86.956
a_19,426,0.376,18.617
a_19,609,0.463,66.954
a_19,902,0.61,14.754
a_19,5820,0.148,27.027
a_19,3946,0.142,28.169
a_19,5084,0.093,21.505
a_19,3937,0.168,23.809
a_19,4805,0.077,25.974
a_19,5294,0.147,20.408
a_19,729,0.504,13.888
a_19,3766,0.043,69.767
a_19,1446,0.647,9.273
a_19,3309,0.401,14.962
a_19,3525,0.057,52.631
a_19,1270,0.115,26.086
a_19,22,0.239,12.552
a_19,3641,0.154,19.48
a_19,5772,0.096,41.666
a_19,1373,0.138,14.492
a_19,4421,0.136,22.058
a_19,5237,0.455,15.384
a_19,1744,0.163,496.932
a_19,1604,0.407,22.113
a_19,1874,1.26,3.174
a_19,1398,1.168,5.136
a_19,602,0.195,20.512
a_19,4294,0.244,163.934
a_19,3439,0.184,16.304
a_19,4678,0.1,20.0
a_19,5232,1.147,2.615
a_19,639,0.265,52.83
a_19,4209,0.252,11.904
a_19,409,0.438,15.981
a_19,2316,0.53,5.66
a_19,5357,0.158,284.81
a_19,150,0.233,12.875
a_19,1862,0.273,10.989
a_19,937,0.538,7.434
a_19,3633,0.051,58.823
a_19,2385,0.221,36.199
a_19,5430,0.145,62.068
a_19,4360,0.143,27.972
a_19,4311,0.137,299.27
a_19,3435,0.175,17.142
a_19,53,0.578,6.92
a_19,3927,0.037,162.162
a_19,1169,0.14,14.285
a_19,1342,0.237,16.877
a_19,1683,0.157,31.847
a_19,654,0.241,12.448
a_19,3841,0.073,27.397
a_19,3800,0.125,64.0
a_19,4364,0.097,41.237
a_19,4517,0.344,23.255
a_19,2012,0.386,10.362
a_19,798,1.108,2.707
a_19,3556,0.061,49.18
a_20,413,13.032,0.613
a_20,662,1.034,4.835
a_20,1480,4.354,18.603
a_20,5158,4.564,3.724
a_20,5022,0.067,89.552
a_20,1165,0.315,6.349
a_20,4009,0.037,54.054
a_20,5265,0.076,39.473
a_20,5239,0.277,10.83
a_20,2948,0.187,21.39
a_20,4667,0.192,15.625
a_20,539,0.153,19.607
a_20,1933,0.304,13.157
a_20,2969,0.277,14.44
a_20,975,0.527,5.692
a_20,3896,0.105,200.0
a_20,1506,4.321,6.017
a_20,1898,0.383,7.832
a_20,3529,0.068,44.117
a_20,922,1.972,580.628
a_20,2042,3.646,1.097
a_20,1220,0.994,6.036
a_20,5786,0.087,22.988
a_20,5245,0.43,6.976
a_20,109,0.211,9.478
a_20,4491,0.193,36.269
a_20,2654,0.45,26.666
a_20,4900,0.204,14.705
a_20,2947,0.496,8.064
a_20,2509,0.141,14.184
a_20,2800,0.172,29.069
a_20,1527,0.648,18.518
a_20,4942,0.131,22.9
a_20,1181,0.26,11.538
a_20,3009,0.116,34.482
a_20,3499,0.167,47.904
a_20,1149,0.292,13.698
a_20,2833,0.164,24.39
a_20,4387,0.848,8.254
a_20,618,0.386,12.953
a_20,4178,0.146,75.342
a_20,542,0.137,72.992
a_20,1222,0.677,13.293
a_20,4859,0.112,44.642
a_20,219,0.191,36.649
a_20,5287,0.202,24.752
a_20,4700,0.245,12.244
a_20,1434,0.492,8.13
a_20,5660,0.063,47.619
a_20,5450,0.119,25.21
a_20,3497,0.179,33.519
a_20,4281,0.129,31.007
a_20,3664,0.202,14.851
a_20,616,0.357,5.602
a_20,563,0.132,22.727
a_20,3723,0.333,9.009
a_20,2325,0.448,8.928
a_20,4742,0.148,13.513
a_20,1273,0.16,25.0
a_20,3781,0.35,8.571
a_20,669,0.495,6.06
a_20,5361,0.231,34.632
a_20,117,0.312,6.41
a_20,1217,0.36,30.555
a_20,1873,1.087,7.359
a_20,3524,0.14,21.428
a_20,687,0.294,6.802
a_20,1475,3.089,1.294
a_20,4726,0.137,21.897
a_20,5682,0.154,655.844
a_20,4625,0.12,33.333
a_20,1033,0.123,24.39
a_20,1096,0.131,22.9
a_20,4893,0.352,122.159
a_20,3567,0.275,10.909
a_20,5744,0.096,31.25
a_20,3125,0.132,15.151
a_20,2757,0.164,24.39
a_20,1854,0.288,6.944
a_20,3969,0.11,72.727
a_20,92,3.38,1.183
a_20,1153,0.395,22.784
a_20,577,0.196,15.306
a_20,612,0.5,6.0
a_20,3019,0.123,32.52
a_20,3747,0.067,44.776
a_20,3754,0.076,39.473
a_20,4878,0.182,10.989
a_20,4944,0.186,10.752
a_20,5490,0.219,9.132
a_20,4999,0.296,13.513
a_20,2217,0.223,13.452
a_20,1889,0.448,6.696
a_20,1125,0.166,18.072
a_20,763,0.702,2.849
a_20,1485,0.268,11.194
a_20,411,1.398,5.007
a_20,2661,2.386,14.668
a_20,3935,0.21,19.047
a_20,5672,0.011,272.727
a_20,4043,0.142,28.169
a_20,3888,0.165,24.242
a_20,4377,0.142,14.084
a_20,5352,0.216,9.259
a_20,5201,0.314,12.738
a_20,3412,0.196,15.306
a_20,2922,0.325,9.23
a_21,2686,3.903,1.024
a_21,1024,0.331,6.042
a_21,2574,0.285,10.526
a_21,1424,0.399,15.037
a_21,2848,0.178,22.471
a_21,5163,0.455,4.395
a_21,3349,0.117,42.735
a_21,2522,0.303,13.201
a_21,8,0.441,4.535
a_21,188,0.789,3.802
a_21,5194,0.352,5.681
a_21,629,0.233,158.798
a_21,2912,0.113,26.548
a_21,5048,11.08,0.27
a_21,391,0.15,46.666
a_21,2703,0.165,30.303
a_21,581,0.116,25.862
a_21,232,0.13,53.846
a_21,653,0.238,8.403
a_21,1089,0.115,26.086
a_21,3821,0.102,9.803
a_21,1780,0.139,14.388
a_21,1769,0.478,6.276
a_21,769,0.251,7.968
a_21,107,0.327,6.116
a_21,5253,2.208,1.811
a_21,2758,0.167,23.952
a_21,1770,0.172,11.627
a_21,1684,0.146,34.246
a_21,2747,0.166,30.12
a_21,2751,0.159,31.446
a_21,2327,1.877,4.794
a_21,1313,0.185,16.216
a_21,13,0.604,21.523
a_21,944,0.311,12.861
a_21,3101,0.22,18.181
a_21,2730,0.167,29.94
a_21,3154,0.274,29.197
a_21,4956,0.092,97.826
a_21,330,0.153,45.751
a_21,843,1.49,1.342
a_21,2281,0.345,5.797
a_21,4757,2.197,0.91
a_21,5099,0.236,16.949
a_21,4053,1.127,2.661
a_21,3022,0.116,68.965
a_21,1468,0.683,2.928
a_21,1097,0.136,22.058
a_21,2435,0.499,6.012
a_21,1038,0.175,17.142
a_21,907,0.366,5.464
a_21,4173,0.104,38.461
a_21,5650,0.094,21.276
a_21,4289,0.1,30.0
a_21,64,0.45,6.666
a_21,1571,0.142,42.253
a_21,2294,0.402,9.95
a_21,1558,0.887,4.509
a_21,5557,0.612,19.607
a_21,2392,0.423,47.281
a_21,4401,0.07,99.999
a_21,3741,0.021,142.857
a_21,380,0.327,21.406
a_21,2543,0.255,11.764
a_21,506,0.352,53.977
a_21,837,0.475,4.21
a_21,1334,0.544,314.338
a_21,4058,0.126,341.269
a_21,1232,0.237,37.974
a_21,2424,0.133,15.037
a_21,2199,0.15,140.0
a_21,1612,0.376,5.319
a_21,5373,0.038,78.947
a_21,2185,0.541,5.545
a_21,1837,0.344,8.72
a_21,5154,0.232,56.034
a_21,2550,0.126,23.809
a_21,4457,0.15,13.333
a_21,3919,0.027,148.148
a_21,2176,0.147,13.605
a_21,2166,0.156,19.23
a_21,5403,0.161,93.167
a_21,5668,0.54,170.37
a_21,522,0.328,6.097
a_21,2332,0.384,7.812
a_21,1754,0.204,19.607
a_21,3730,0.057,52.631
a_21,5709,0.09,33.333
a_21,598,0.066,45.454
a_21,3885,0.203,9.852
a_21,2516,0.406,29.556
a_21,1345,0.568,38.732
a_21,3862,0.061,32.786
a_21,3033,0.202,9.9
a_21,61,0.477,8.385
a_21,4373,0.069,57.971
a_21,3764,0.103,29.126
a_21,1028,0.284,10.563
a_21,736,0.88,7.954
a_21,3679,0.082,36.585
a_21,4565,0.03,100.0
a_21,36,0.802,6.234
a_21,4371,0.065,61.538
a_21,1824,0.362,11.049
a_21,2625,0.856,19.859
a_21,5362,0.254,23.622
a_21,4656,0.111,522.522
a_21,353,0.129,54.263
a_21,4482,0.097,41.237
a_21,814,0.821,3.654
a_21,393,0.166,42.168
a_21,345,0.136,51.47
a_21,4822,0.132,15.151
a_21,3760,0.046,65.217
a_21,5538,0.35,20.0
a_21,4002,0.101,19.801
a_21,1211,0.343,5.83
a_21,2005,0.703,2.844
a_21,1416,0.305,9.836
a_21,4208,0.077,38.961
a_22,4739,0.11,27.272
a_22,560,0.089,33.707
a_22,550,0.112,26.785
a_22,610,0.261,38.314
a_22,3816,0.307,16.286
a_22,1702,0.169,355.029
a_22,5198,0.349,11.461
a_22,372,0.198,35.353
a_22,1619,0.202,14.851
a_22,2430,0.501,7.984
a_22,515,0.18,100.0
a_22,918,0.292,6.849
a_22,4561,0.11,27.272
a_22,201,17.912,190.542
a_22,1442,0.454,4.405
a_22,1986,1.164,7.731
a_22,1733,0.152,769.736
a_22,4363,0.152,26.315
a_22,1144,0.237,8.438
a_22,5282,0.162,24.691
a_22,4013,0.125,16.0
a_22,343,0.131,53.435
a_22,2284,0.498,4.016
a_22,3961,0.079,12.658
a_22,4131,0.117,34.188
a_22,532,0.056,53.571
a_22,5728,0.116,17.241
a_22,2101,0.501,3.992
a_22,4665,0.386,12.953
a_22,3635,0.047,63.829
a_22,1730,0.939,158.679
a_22,3425,0.203,19.704
a_22,2287,1.01,3.96
a_22,5269,0.134,22.388
a_22,3728,0.105,28.571
a_22,3869,0.074,67.567
a_22,1997,0.253,3.952
a_22,5086,0.335,11.94
a_22,3545,0.023,130.434
a_22,403,13.212,0.605
a_22,3088,0.413,4.842
a_22,4703,0.102,19.607
a_22,2515,0.847,80.283
a_22,2494,0.941,3.188
a_22,1816,0.359,8.356
a_22,3021,0.226,39.823
a_22,1140,0.388,23.195
a_22,4277,0.28,14.285
a_22,728,0.356,19.662
a_22,1452,0.619,8.077
a_22,4105,0.114,8.771
a_22,4870,0.133,30.075
a_22,4485,0.104,28.846
a_22,1163,0.434,18.433
a_22,2590,0.569,94.903
a_22,207,0.552,9.057
a_22,4708,0.247,12.145
a_22,1280,0.126,246.031
a_22,5394,0.075,40.0
a_22,954,0.26,7.692
a_22,3242,0.194,15.463
a_22,3784,0.067,44.776
a_22,1340,1.079,2.78
a_22,3146,0.857,4.667
a_22,4603,0.539,7.421
a_22,4684,0.172,116.279
a_22,4615,0.36,38.888
a_22,1484,0.263,7.604
a_22,3767,0.031,96.774
a_22,4534,0.161,24.844
a_22,15,0.427,4.683
a_22,3010,0.246,12.195
a_22,4462,0.063,63.492
a_22,5021,0.189,10.582
a_22,3576,0.049,61.224
a_22,5471,0.129,69.767
a_22,1307,0.284,10.563
a_22,1196,0.348,5.747
a_22,1846,0.43,9.302
a_22,3141,0.362,8.287
a_22,2361,0.668,5.988
a_22,4194,0.088,68.181
a_22,1054,0.507,17.751
a_22,3892,0.14,28.571
a_22,58,0.471,4.246
a_22,5705,0.097,30.927
a_22,5255,1.433,4.884
a_22,1808,1.053,6.647
a_22,1573,0.134,22.388
a_22,1704,0.176,335.227
a_22,2187,0.308,6.493
a_22,1890,0.399,17.543
a_22,893,0.837,3.584
a_22,5381,0.182,10.989
a_22,2165,0.31,9.677
a_22,5587,0.359,5.571
a_22,4064,0.052,192.307
a_22,4660,0.09,22.222
a_23,4696,0.156,19.23
a_23,50,2.444,0.818
a_23,647,0.283,10.6
a_23,1974,0.268,11.194
a_23,175,0.466,10.729
a_23,3904,0.051,117.647
a_23,4060,0.228,842.105
a_23,392,0.147,47.619
a_23,3201,0.224,13.392
a_23,4626,0.146,6.849
a_23,5114,0.171,17.543
a_23,1129,0.176,17.045
a_23,671,0.577,6.932
a_23,2089,0.157,70.063
a_23,4975,0.042,47.619
a_23,346,0.135,51.851
a_23,2184,0.31,32.258
a_23,4943,0.09,33.333
a_23,2910,0.232,12.931
a_23,2258,0.319,6.269
a_23,5613,0.152,19.736
a_23,1609,0.37,5.405
a_23,3671,0.035,85.714
a_23,5045,0.248,16.129
a_23,78,0.544,5.514
a_23,2078,0.211,14.218
a_23,698,0.487,16.427
a_23,3884,0.195,20.512
a_23,930,0.312,19.23
a_23,4642,0.131,22.9
a_23,3780,0.287,10.452
a_23,4095,0.147,20.408
a_23,2643,0.99,78.787
a_23,3972,0.152,6.578
a_23,1233,0.229,34.934
a_23,3787,0.061,49.18
a_23,4853,0.24,16.666
a_23,3217,0.217,13.824
a_23,974,0.667,10.494
a_23,3487,0.228,13.157
a_23,1636,0.27,18.518
a_23,5241,3.197,1.251
a_23,2157,0.689,5.805
a_23,1372,0.187,10.695
a_23,3705,3.54,0.847
a_23,1318,0.579,3.454
a_23,412,12.097,0.661
a_23,3323,0.123,48.78
a_23,5804,0.455,573.626
a_23,2236,0.198,15.151
a_23,4418,0.157,25.477
a_23,1693,0.145,34.482
a_23,4326,0.128,31.25
a_23,5266,0.139,21.582
a_23,5331,0.14,21.428
a_23,3368,0.06,533.333
a_23,3936,0.957,19.853
a_23,3667,0.149,20.134
a_23,2811,0.175,28.571
a_23,1905,0.105,200.0
a_23,1288,0.144,381.944
a_23,3433,0.138,28.985
a_23,2080,0.06,33.333
a_23,5433,0.054,37.037
a_23,2458,0.146,20.547
a_23,1238,0.645,3.1
a_23,2174,0.159,12.578
a_23,1790,0.394,10.152
a_23,3872,0.064,62.5
a_23,3668,0.055,54.545
a_23,4499,0.257,11.673
a_23,2671,0.43,165.116
a_23,2782,0.173,28.901
a_23,1160,0.145,20.689
a_23,3746,0.071,42.253
a_23,5718,0.157,643.312
a_23,2085,0.422,11.848
a_23,4442,0.126,31.746
a_23,3661,0.044,68.181
a_23,2436,0.333,12.012
a_23,2617,3.556,0.562
a_23,401,12.65,0.632
a_23,2531,0.376,47.872
a_23,5091,0.141,35.46
a_23,738,0.664,4.518
a_23,4912,0.275,10.909
a_23,220,0.195,35.897
a_23,4367,0.035,85.714
a_23,3750,0.236,12.711
a_23,496,0.19,47.368
a_23,2920,0.168,17.857
a_23,1399,0.724,15.193
a_23,3607,0.117,25.641
a_23,1402,0.168,23.809
a_23,3629,0.03,400.0
a_23,5267,0.188,15.957
a_23,2241,0.439,9.111
a_23,1993,0.176,17.045
a_23,1179,3.024,269.51
a_23,2410,0.273,21.978
a_23,2611,9.282,1.292
a_23,2123,0.565,24.778
a_23,579,0.178,33.707
a_23,1561,0.984,2.032
a_24,5496,0.35,8.571
a_24,1015,0.271,11.07
a_24,1175,0.301,6.644
a_24,5311,0.074,40.54
a_24,557,0.065,138.461
a_24,294,0.438,15.981
a_24,4839,0.113,35.398
a_24,4067,0.648,98.765
a_24,2631,0.459,359.477
a_24,2887,0.182,225.274
a_24,1820,0.313,9.584
a_24,2302,0.702,71.225
a_24,4349,0.064,265.625
a_24,5376,0.235,12.765
a_24,5162,0.312,16.025
a_24,4359,3.056,13.416
a_24,5700,0.045,66.666
a_24,1004,0.277,7.22
a_24,678,1.118,1.788
a_24,1454,0.352,8.522
a_24,4746,0.089,22.471
a_24,81,0.903,2.214
a_24,4113,0.332,12.048
a_24,4511,0.268,7.462
a_24,1136,0.118,16.949
a_24,3749,0.5,6.0
a_24,5280,0.07,42.857
a_24,5803,0.109,36.697
a_24,4460,0.101,39.603
a_24,5770,0.128,31.25
a_24,5078,0.126,15.873
a_24,3319,0.606,14.851
a_24,5169,0.41,7.317
a_24,2871,0.165,30.303
a_24,5009,0.071,28.169
a_24,638,0.398,138.19
a_24,1367,1.313,3.046
a_24,1243,0.168,17.857
a_24,5729,0.052,57.692
a_24,4078,0.175,22.857
a_24,4312,0.152,269.736
a_24,2702,0.168,29.761
a_24,5535,0.171,40.935
a_24,2262,2.449,66.149
a_24,352,0.147,47.619
a_24,3394,0.492,16.26
a_24,967,0.505,3.96
a_24,2290,0.484,6.198
a_24,2119,0.447,6.711
a_24,3895,0.104,38.461
a_24,3773,3.156,0.95
a_24,38,0.74,60.81
a_24,2452,0.586,131.399
a_24,1774,0.397,10.075
a_24,161,0.271,11.07
a_24,3012,0.114,26.315
a_24,3623,0.215,13.953
a_24,5536,0.167,41.916
a_24,4958,0.102,68.627
a_24,4255,0.124,24.193
a_24,3114,0.527,1.897
a_24,5459,0.292,23.972
a_24,2156,0.385,7.792
a_24,4663,0.21,14.285
a_24,4055,0.183,16.393
a_24,1875,0.609,6.568
a_24,4354,0.117,17.094
a_24,909,2.669,310.977
a_24,4166,0.111,45.045
a_24,1701,0.481,511.434
a_24,2739,0.17,29.411
a_24,241,12.592,0.635
a_24,2127,0.289,31.141
a_24,2979,0.231,17.316
a_24,5416,0.064,62.5
a_24,2820,0.175,28.571
a_24,5042,0.133,15.037
a_24,5610,0.254,7.874
a_24,237,12.261,0.652
a_24,60,1.329,435.665
a_24,2038,0.441,6.802
a_24,4273,0.125,32.0
a_24,4897,0.12,25.0
a_24,4257,0.157,25.477
a_24,123,0.151,19.867
a_24,4582,0.22,13.636
a_24,2052,0.073,27.397
a_24,3543,0.046,65.217
a_24,803,0.768,2.604
a_24,3259,0.949,5.268
a_24,684,0.323,6.191
a_25,3533,0.094,31.914
