Topology.workers,Component.bolt_num,Topology.acker.executors,Message.size,Component.spout_num,Topology.serialized.message.size.metrics,Topology.max.spout.pending,Storm.messaging.netty.min_wait_ms,Topology.transfer.buffer.size,Storm.messaging.netty.max_wait_ms,Topology.level,opology.priority,<$throughput,<$latency
2,10,4,1000000,1,0,1000,10,512,100,2,0,16045.5,10.3
4,1,2,1000000,1,0,1,1000,1024,10000,5,0,nan,nan
2,1,4,10,10,1,1000,10,1024,100,2,29,nan,nan
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,1994.25,531.05
4,10,2,10,1,0,1,1000,512,10000,5,0,nan,nan
4,10,4,10,10,1,1,1000,1024,10000,2,0,nan,nan
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,2063.5,487.95
4,10,4,1000000,10,0,1000,1000,1024,10000,5,29,22.5,1671.7
2,10,2,1000000,10,1,1,1000,512,10000,5,29,nan,nan
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,1932.333333,38.1
2,10,2,10,1,1,1000,10,512,100,2,0,nan,nan
4,1,2,1000000,1,0,1000,1000,1024,10000,5,29,nan,nan
2,1,2,1000000,10,1,1,10,512,100,5,0,nan,nan
4,1,2,10,1,0,1,1000,512,10000,2,29,0,5.5
2,10,4,1000000,10,1,1,10,1024,100,2,0,nan,nan
4,1,2,10,1,0,1000,1000,1024,10000,2,29,0,92.7
4,10,2,1000000,1,1,1,10,1024,100,2,0,0,1.5
4,1,4,10,10,1,1,1000,512,10000,2,0,nan,nan
2,1,2,1000000,1,1,1000,10,1024,100,5,0,nan,nan
4,1,4,10,10,1,1000,10,1024,100,5,29,8472.1,1569.66
4,1,2,10,10,1,1000,1000,1024,10000,2,29,0,3167.6
2,10,2,1000000,10,1,1000,1000,512,10000,5,0,0,0
2,1,4,1000000,1,1,1000,1000,1024,10000,2,29,nan,nan
4,10,2,1000000,10,1,1000,1000,1024,10000,2,29,1919.8,505.12
4,10,4,10,1,0,1000,10,1024,100,5,29,0,28.7
4,10,4,1000000,1,1,1,1000,512,10000,5,0,nan,nan
4,10,4,10,1,0,1,10,512,100,2,29,0,6.4
2,1,2,1000000,10,0,1,10,1024,100,2,29,nan,nan
2,1,2,10,10,0,1,10,512,100,2,29,nan,nan
4,10,4,1000000,1,0,1000,1000,1024,10000,5,29,0,18
4,1,2,1000000,1,1,1,1000,512,10000,5,29,nan,nan
4,1,2,10,10,0,1000,1000,512,10000,2,0,7816.333333,1727.2
2,1,4,10,1,0,1000,1000,512,10000,5,29,nan,nan
2,10,4,1000000,10,1,1,1000,1024,10000,2,0,0,0
2,1,2,10,10,1,1,1000,1024,10000,5,0,0,1.3
4,10,4,10,10,0,1,1000,1024,10000,5,0,3888.4,3.62
2,1,2,10,1,0,1000,1000,1024,10000,5,29,nan,nan
4,10,4,10,10,1,1000,10,512,100,2,29,9404,1499.8875
4,10,4,10,10,0,1,10,512,100,2,0,3823.5,2.216666667
4,1,2,10,1,1,1,10,512,100,2,29,nan,nan
4,10,4,10,10,0,1,1000,512,10000,5,0,nan,nan
4,1,4,1000000,1,0,1000,10,1024,100,2,29,nan,nan
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,3251.4,1303.5
2,1,2,1000000,1,0,1000,1000,512,10000,5,29,nan,nan
2,1,4,1000000,1,1,1,10,1024,100,5,0,nan,nan
4,10,4,1000000,1,1,1,1000,1024,10000,5,0,0,1.6
4,1,2,1000000,1,1,1,10,512,100,5,29,nan,nan
4,1,2,10,1,0,1000,1000,512,10000,2,0,nan,nan
4,1,4,10,10,0,1,10,512,100,2,29,1570.666667,3.533333333
4,1,4,10,1,1,1000,1000,1024,10000,5,29,nan,nan
4,10,2,10,10,0,1000,10,1024,100,5,0,7544.833333,1844.216667
2,1,4,1000000,1,0,1000,1000,512,10000,5,29,nan,nan
2,1,4,10,10,1,1,10,512,100,2,0,nan,nan
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,4429.5,68
2,10,2,10,10,1,1000,1000,512,10000,5,0,nan,nan
4,10,4,10,1,1,1000,10,512,100,2,29,0,37.3
4,10,4,1000000,10,1,1000,1000,512,10000,2,29,nan,nan
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,3116.5,84.9
2,1,2,10,10,1,1,10,1024,100,5,0,nan,nan
2,1,4,1000000,10,1,1,1000,1024,10000,5,29,nan,nan
4,1,4,1000000,10,0,1,1000,1024,10000,5,29,0,845.75
2,10,2,10,1,0,1000,1000,512,10000,5,0,nan,nan
2,1,4,1000000,10,0,1,10,1024,100,5,0,nan,nan
2,1,2,1000000,10,0,1,1000,1024,10000,5,29,nan,nan
2,1,4,1000000,1,1,1000,1000,1024,10000,5,0,nan,nan
4,1,4,10,1,0,1000,10,1024,100,2,29,9422,36.13333333
2,1,4,1000000,1,0,1,1000,512,10000,5,29,nan,nan
2,10,2,10,10,1,1,1000,512,10000,2,29,nan,nan
2,1,4,1000000,10,1,1000,1000,512,10000,5,0,nan,nan
2,1,4,10,10,0,1,10,1024,100,2,0,nan,nan
4,1,4,1000000,10,1,1,1000,512,10000,2,0,nan,nan
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,832.3333333,540.3666667
4,10,2,10,10,0,1000,1000,512,10000,2,29,3005,2343
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,nan,nan
2,1,4,1000000,1,1,1,1000,512,10000,2,0,nan,nan
2,1,2,10,10,0,1,10,512,100,5,0,0,1.7
4,10,4,10,10,1,1000,1000,1024,10000,2,29,nan,nan
2,10,2,10,10,1,1000,10,512,100,2,0,nan,nan
4,1,4,10,1,1,1,1000,512,10000,2,29,nan,nan
2,1,4,10,10,1,1000,10,1024,100,5,29,15343.83333,604.1333333
4,1,4,10,10,1,1000,1000,1024,10000,5,0,1855.5,2431.8
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,927.6666667,388.0333333
4,10,2,10,1,1,1000,10,512,100,5,0,7700.5,70.6
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,1308,1.2
4,10,4,1000000,1,0,1,10,512,100,2,29,nan,nan
4,1,4,1000000,1,0,1,10,512,100,2,29,0,1.6
4,10,2,10,1,1,1,10,1024,100,5,0,0,1.4
4,10,4,1000000,10,1,1,1000,512,10000,5,0,0,151.1
2,1,4,1000000,10,0,1,10,512,100,5,0,nan,nan
4,10,2,10,1,1,1,1000,1024,10000,5,0,nan,nan
4,1,2,1000000,10,1,1000,10,512,100,2,0,1667,561.375
4,10,4,1000000,1,1,1000,10,512,100,2,29,0,65.5
2,1,2,10,10,0,1,10,1024,100,5,0,nan,nan
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,0,19.4
4,1,2,1000000,10,0,1,10,1024,100,2,29,nan,nan
4,1,4,1000000,10,1,1,10,1024,100,2,29,0,1.3
2,1,2,10,10,0,1,1000,512,10000,5,0,nan,nan
2,1,2,10,1,1,1000,10,512,100,2,29,nan,nan
4,1,4,10,10,0,1,10,1024,100,5,0,4842.833333,1.883333333
2,10,2,1000000,10,0,1000,1000,1024,10000,2,0,nan,nan
4,10,2,1000000,10,0,1000,10,1024,100,5,0,0,276.4
4,10,4,1000000,10,1,1,10,1024,100,5,0,0,525.2
2,10,2,1000000,10,0,1,10,1024,100,2,0,nan,nan
2,1,2,10,1,0,1000,1000,512,10000,2,0,nan,nan
4,10,4,1000000,10,1,1,1000,512,10000,5,0,nan,nan
2,10,2,10,10,0,1000,1000,1024,10000,2,29,0,0
4,1,2,10,10,1,1,10,512,100,2,29,4268.5,2.375
4,10,4,1000000,1,0,1000,10,512,100,2,29,nan,nan
2,1,2,1000000,1,1,1000,10,1024,100,5,29,0,35.2
4,10,2,10,10,1,1000,10,512,100,5,0,6802.6,1828.7
2,1,2,10,1,0,1000,10,1024,100,2,0,0,40.4
2,10,2,1000000,1,0,1000,10,1024,100,2,0,nan,nan
2,1,2,10,1,1,1,1000,512,10000,2,29,nan,nan
2,10,4,10,1,0,1,1000,512,10000,2,0,nan,nan
4,10,4,10,1,0,1,1000,512,10000,5,29,nan,nan
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,nan,nan
2,1,4,10,10,1,1000,10,512,100,2,0,15944.66667,593.35
4,1,2,1000000,1,0,1000,10,1024,100,5,0,0,101.2
4,1,2,1000000,1,0,1,10,1024,100,2,29,nan,nan
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,0,243.6
4,10,2,10,10,0,1,10,512,100,5,29,4512.2,2.22
4,10,4,1000000,10,1,1000,1000,1024,10000,5,0,66,526.675
4,1,2,1000000,1,0,1000,10,1024,100,5,29,0,77.8
2,1,2,10,1,0,1,1000,1024,10000,2,0,nan,nan
2,1,4,1000000,10,1,1,10,1024,100,2,0,0,0
2,1,2,1000000,10,0,1000,1000,1024,10000,5,0,nan,nan
2,1,2,1000000,1,0,1000,1000,1024,10000,2,29,nan,nan
2,1,2,1000000,1,0,1,10,1024,100,5,0,nan,nan
4,1,4,1000000,1,0,1,1000,512,10000,5,29,nan,nan
4,1,2,10,1,1,1000,1000,1024,10000,2,0,0,111.4
4,10,4,10,10,0,1000,10,512,100,5,0,7880.5,1504.45
2,1,4,10,10,0,1,1000,1024,10000,5,29,nan,nan
4,1,4,10,10,1,1,10,1024,100,5,29,3796.833333,2.183333333
4,1,2,10,1,1,1,10,1024,100,5,29,0,1.6
4,1,2,1000000,10,1,1,10,1024,100,5,29,711.3333333,1.166666667
2,1,2,10,10,0,1,10,512,100,5,0,nan,nan
2,1,2,1000000,1,0,1,1000,512,10000,5,0,nan,nan
4,10,4,10,10,1,1000,10,512,100,5,29,9869.9,1462.54
2,10,2,10,10,1,1000,1000,1024,10000,5,0,0,1356.2
2,1,4,10,10,0,1000,1000,512,10000,2,0,13483.6,686.08
4,1,2,10,1,1,1000,10,512,100,5,29,3556,65.6
4,1,2,1000000,10,1,1000,1000,512,10000,2,29,1650.666667,534.1666667
4,1,2,1000000,1,1,1000,1000,512,10000,2,0,nan,nan
4,1,2,10,1,1,1,10,1024,100,2,0,0,1.5
4,1,2,1000000,10,0,1,1000,512,10000,5,0,809.6666667,1.1
4,10,4,10,1,0,1000,1000,1024,10000,2,0,0,83.9
2,10,2,1000000,10,0,1000,1000,512,10000,5,0,0,0
2,10,4,1000000,10,0,1,1000,1024,10000,5,29,nan,nan
4,1,2,1000000,10,0,1,1000,1024,10000,2,0,907.25,1.475
2,1,4,10,1,0,1,1000,512,10000,2,29,nan,nan
4,10,4,10,10,0,1,1000,1024,10000,5,0,0,3.5
4,1,4,10,10,1,1000,10,1024,100,2,29,10899.45455,1372.9
2,1,4,1000000,1,0,1000,1000,1024,10000,2,29,nan,nan
4,10,2,1000000,10,0,1,1000,512,10000,2,0,nan,nan
2,1,2,10,10,1,1000,10,1024,100,5,0,10.5,1052.6
4,1,2,1000000,10,0,1000,10,512,100,2,29,1363.75,593.925
2,1,2,1000000,1,0,1,1000,512,10000,2,29,nan,nan
2,1,2,1000000,1,0,1,10,1024,100,5,0,nan,nan
2,10,4,1000000,1,1,1,10,1024,100,5,0,nan,nan
2,1,2,1000000,10,0,1,1000,1024,10000,2,0,nan,nan
4,10,4,1000000,1,1,1,10,1024,100,5,29,nan,nan
4,10,4,1000000,1,1,1000,10,1024,100,5,29,0,70.9
2,1,2,10,10,1,1,1000,512,10000,5,29,3591.25,1.925
4,10,2,10,1,0,1,1000,1024,10000,5,0,nan,nan
4,1,4,10,10,0,1,10,1024,100,2,29,0,10.3
4,1,2,10,10,0,1000,10,1024,100,2,29,7325,1589.22
2,1,2,10,10,1,1,10,512,100,5,0,0,1.8
2,1,2,10,10,0,1000,1000,1024,10000,2,0,4623.333333,1188.5
2,1,4,1000000,10,1,1000,1000,512,10000,2,0,0,0
4,10,4,1000000,1,0,1,1000,512,10000,5,29,nan,nan
2,1,2,1000000,10,1,1000,10,1024,100,5,29,0,0
2,1,2,10,10,0,1000,10,512,100,5,0,2110.5,935.5
4,1,4,1000000,1,1,1000,10,512,100,2,29,0,49.3
2,10,2,1000000,10,1,1000,10,512,100,5,0,0,0
2,1,2,1000000,10,0,1000,1000,512,10000,5,0,nan,nan
4,1,2,10,10,0,1,10,1024,100,5,0,3365.666667,2.733333333
4,10,2,1000000,1,1,1,1000,512,10000,2,0,nan,nan
2,1,4,1000000,1,1,1,10,512,100,2,29,nan,nan
4,1,4,1000000,10,0,1000,10,512,100,5,0,122.6,1530.06
2,10,4,1000000,10,0,1,1000,512,10000,5,0,nan,nan
2,10,4,1000000,1,0,1,10,512,100,5,0,nan,nan
2,10,4,10,10,0,1000,1000,1024,10000,5,29,0,968.9
2,1,4,10,1,0,1,1000,512,10000,5,29,nan,nan
2,10,4,10,10,0,1,10,1024,100,2,0,nan,nan
4,1,2,10,10,1,1,1000,1024,10000,2,29,3260.6,2.96
4,10,4,10,10,0,1000,1000,1024,10000,5,29,7324.625,2037.1
2,1,2,10,1,1,1,10,512,100,2,0,nan,nan
2,1,2,10,1,0,1,10,512,100,5,0,nan,nan
4,1,2,10,10,1,1000,1000,512,10000,2,0,8524.333333,1620.2
4,10,2,1000000,1,0,1,1000,1024,10000,2,0,nan,nan
2,10,2,10,10,0,1,1000,1024,10000,2,29,0,1.4
2,1,4,1000000,10,1,1,1000,512,10000,2,0,nan,nan
4,10,4,1000000,10,0,1,10,512,100,5,0,0,201.6
4,1,2,10,10,1,1000,1000,1024,10000,5,29,1190.333333,2621.3
4,1,2,1000000,10,1,1,10,1024,100,2,29,915.8,5.3
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,0,3.7
2,10,2,1000000,1,1,1000,10,1024,100,5,0,nan,nan
2,1,4,10,1,1,1,10,1024,100,2,29,nan,nan
2,10,4,1000000,1,0,1,1000,1024,10000,5,0,nan,nan
2,1,4,10,10,0,1,10,512,100,2,0,2429,1.3
2,1,4,10,10,0,1000,10,512,100,5,29,nan,nan
2,1,4,1000000,10,1,1,10,512,100,2,29,0,0
2,1,4,1000000,10,1,1000,10,512,100,2,29,nan,nan
2,10,2,10,10,1,1000,10,1024,100,5,29,8068.5,766
4,10,4,10,1,0,1,10,1024,100,2,29,nan,nan
2,1,2,1000000,1,1,1,1000,1024,10000,2,0,nan,nan
2,1,4,1000000,10,1,1000,1000,1024,10000,2,0,0,0
4,10,4,1000000,10,0,1,10,512,100,2,29,nan,nan
4,10,4,10,1,1,1000,10,1024,100,5,29,0,62
2,10,4,10,1,0,1000,10,1024,100,5,0,0,16.8
4,10,4,10,10,0,1000,10,1024,100,2,0,0,0
2,1,2,10,1,1,1,10,512,100,5,0,nan,nan
4,10,2,1000000,10,0,1,10,512,100,5,0,1174.833333,1.016666667
4,10,4,10,1,1,1,10,512,100,5,29,nan,nan
2,1,2,1000000,10,0,1,10,512,100,2,0,0,0
2,1,2,10,1,0,1,10,512,100,2,0,nan,nan
4,10,4,10,10,0,1,10,1024,100,2,0,4443.75,1.975
4,10,4,1000000,10,0,1000,10,512,100,5,29,nan,nan
2,10,2,10,1,0,1,1000,1024,10000,5,0,nan,nan
4,1,4,1000000,1,1,1000,1000,512,10000,2,29,0,154.8
2,1,2,1000000,1,1,1,10,512,100,5,0,nan,nan
4,1,2,1000000,10,1,1000,10,1024,100,2,0,1762,617.14
4,10,4,1000000,1,1,1,1000,512,10000,5,29,nan,nan
2,1,2,10,10,0,1000,10,1024,100,2,29,1756,1062.6
4,1,2,10,10,1,1,10,1024,100,2,29,3298,2.44
2,10,4,10,10,0,1,1000,1024,10000,2,0,nan,nan
4,10,2,1000000,10,1,1,1000,1024,10000,2,29,0,1.5
4,10,4,1000000,1,1,1000,1000,1024,10000,2,0,10187.33333,42.23333333
4,10,4,1000000,10,1,1000,1000,512,10000,5,29,0,482.4
4,1,2,10,1,1,1,10,512,100,2,0,nan,nan
4,10,4,1000000,1,0,1000,1000,1024,10000,5,29,0,47.5
2,1,2,1000000,10,1,1000,1000,1024,10000,2,0,nan,nan
2,1,2,10,1,1,1,1000,1024,10000,5,29,nan,nan
2,10,2,1000000,10,0,1000,10,512,100,2,0,0,0
4,10,4,1000000,1,0,1000,10,512,100,2,29,0,29
4,1,4,1000000,10,0,1,10,512,100,2,29,nan,nan
2,1,2,1000000,1,0,1000,1000,512,10000,2,29,nan,nan
2,10,4,1000000,1,0,1,1000,1024,10000,2,0,nan,nan
2,10,4,1000000,10,0,1000,1000,512,10000,5,29,nan,nan
2,1,2,1000000,1,1,1000,1000,1024,10000,5,0,nan,nan
2,10,4,10,10,1,1000,1000,512,10000,5,29,2353.5,1086.4
2,1,2,10,1,0,1000,1000,1024,10000,5,0,nan,nan
4,10,2,10,10,0,1000,10,1024,100,5,29,5705.333333,1855.933333
2,1,2,10,10,0,1000,1000,1024,10000,5,29,nan,nan
4,1,2,1000000,1,1,1,1000,1024,10000,2,29,nan,nan
2,10,4,1000000,10,1,1000,1000,512,10000,5,0,nan,nan
4,10,4,10,1,1,1000,1000,512,10000,5,0,0,61.3
4,1,2,1000000,10,1,1000,10,512,100,2,0,800,553.9
2,1,2,10,1,0,1,10,1024,100,5,0,nan,nan
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,1687.2,714.04
2,1,2,1000000,1,0,1,10,512,100,5,0,nan,nan
2,10,2,10,10,1,1,1000,512,10000,5,0,nan,nan
4,1,4,1000000,1,0,1000,1000,1024,10000,2,29,0,40.4
2,1,2,1000000,10,0,1,10,1024,100,5,0,0,0
4,1,2,10,1,0,1,10,1024,100,2,0,0,1.5
2,1,2,10,10,0,1,1000,512,10000,5,0,nan,nan
2,1,4,10,1,0,1000,10,1024,100,5,29,nan,nan
4,1,2,1000000,1,0,1000,1000,512,10000,2,0,0,103.7
2,1,4,1000000,1,0,1,10,512,100,5,29,nan,nan
2,1,2,10,10,1,1,10,1024,100,2,0,nan,nan
2,1,2,10,10,0,1000,1000,1024,10000,5,0,nan,nan
4,10,4,10,10,0,1000,1000,1024,10000,2,29,nan,nan
2,1,2,10,10,1,1,10,512,100,5,0,0,1.7
2,1,4,1000000,1,0,1,10,512,100,2,29,nan,nan
2,10,2,1000000,1,1,1,1000,1024,10000,5,0,nan,nan
4,10,4,10,10,0,1000,10,1024,100,2,29,10757.33333,1465.988889
2,1,4,10,1,0,1,1000,1024,10000,2,29,nan,nan
4,1,4,10,10,0,1000,1000,1024,10000,5,0,9456.8,1613.47
4,1,2,10,10,1,1,10,512,100,2,0,4082.25,2.625
4,10,2,10,1,0,1,1000,512,10000,2,0,nan,nan
2,1,4,10,1,0,1,1000,512,10000,2,29,nan,nan
4,1,2,1000000,1,0,1000,1000,1024,10000,2,29,0,77.7
2,1,2,1000000,10,0,1,10,512,100,2,0,nan,nan
4,1,4,10,1,1,1000,1000,512,10000,5,29,0,85.8
2,10,4,1000000,10,0,1,1000,1024,10000,2,0,nan,nan
2,1,2,1000000,1,1,1,10,1024,100,2,29,nan,nan
2,10,4,10,1,1,1,10,1024,100,5,0,nan,nan
4,10,4,10,1,0,1,1000,1024,10000,5,0,0,1.3
2,1,2,1000000,1,1,1000,1000,512,10000,2,0,nan,nan
2,1,2,1000000,10,1,1,1000,512,10000,5,0,0,0
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,1920.2,570.4
4,10,2,10,1,0,1,10,1024,100,5,0,nan,nan
4,10,4,10,1,1,1,10,1024,100,5,29,nan,nan
4,1,2,10,1,1,1,1000,1024,10000,2,0,nan,nan
2,10,4,10,1,0,1000,10,1024,100,2,0,0,11.5
4,10,4,1000000,1,0,1,1000,512,10000,2,0,nan,nan
2,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0,0
4,10,2,1000000,10,1,1,1000,512,10000,2,0,nan,nan
4,1,2,10,10,0,1000,1000,512,10000,2,0,9768.4,1391.08
4,1,4,10,10,0,1000,10,512,100,5,29,10834.08333,1303.616667
4,10,2,10,10,1,1000,1000,1024,10000,5,0,5462,2062.475
4,1,2,10,1,1,1000,10,1024,100,2,29,6831.5,67.4
4,1,2,10,10,0,1000,10,1024,100,5,0,7191.25,1837.05
2,10,4,1000000,10,1,1,10,1024,100,5,29,nan,nan
4,1,2,10,1,1,1000,10,1024,100,5,0,nan,nan
4,1,4,10,10,0,1,1000,1024,10000,2,0,nan,nan
2,1,2,10,1,1,1000,10,1024,100,5,0,nan,nan
4,1,2,1000000,1,1,1000,10,1024,100,2,29,1776,102.4
4,10,4,1000000,1,0,1000,10,1024,100,5,29,6785.5,35.2
2,1,2,10,10,0,1,10,512,100,2,0,nan,nan
2,1,2,1000000,1,0,1000,10,1024,100,5,0,nan,nan
4,1,2,10,1,1,1,1000,512,10000,5,0,nan,nan
4,1,4,1000000,10,1,1000,10,512,100,5,0,109.5,726.575
2,1,2,10,10,0,1,10,1024,100,5,0,nan,nan
2,1,2,1000000,1,1,1000,10,512,100,2,0,nan,nan
2,10,4,1000000,1,0,1000,10,1024,100,5,0,nan,nan
2,10,4,1000000,1,1,1,1000,512,10000,2,0,nan,nan
2,1,2,10,1,1,1000,10,512,100,2,0,nan,nan
2,1,2,10,10,1,1000,10,512,100,5,0,418.5,1184.8
2,1,2,10,10,0,1000,10,512,100,2,29,656,888.1
4,10,2,1000000,1,0,1,1000,512,10000,5,0,0,1.5
2,1,2,10,1,1,1,10,512,100,2,0,nan,nan
2,1,4,10,1,0,1000,1000,1024,10000,5,29,nan,nan
2,1,4,10,1,1,1000,1000,512,10000,2,0,nan,nan
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,nan,nan
4,10,4,10,1,0,1000,10,512,100,2,29,5966,56.3
4,10,4,10,1,0,1,10,1024,100,2,29,0,1.6
4,1,4,10,10,0,1000,1000,1024,10000,2,0,2935,2336.1
2,10,4,1000000,10,0,1,10,512,100,5,0,0,0
4,10,2,1000000,1,1,1000,10,512,100,2,0,0,98.4
2,1,4,1000000,1,1,1,10,1024,100,2,29,nan,nan
4,10,4,1000000,1,0,1000,10,1024,100,5,29,nan,nan
4,10,4,10,1,0,1000,10,1024,100,2,0,0,84.8
4,10,2,10,1,1,1000,1000,512,10000,5,0,6591.5,67.9
2,1,2,1000000,1,0,1,10,1024,100,2,0,nan,nan
4,1,2,10,10,0,1,1000,1024,10000,5,29,nan,nan
2,1,4,10,10,0,1,1000,1024,10000,5,0,5747.5,1.45
4,10,2,10,10,1,1,1000,1024,10000,5,0,4581,2.06
2,1,4,1000000,1,1,1000,10,512,100,5,0,nan,nan
4,1,2,1000000,10,0,1,1000,512,10000,5,29,809.3333333,1.7
4,1,4,1000000,10,0,1,1000,512,10000,2,0,0,0
4,10,2,1000000,1,0,1000,10,1024,100,2,0,0,131.3
4,10,4,10,10,1,1000,10,1024,100,5,29,7464.375,1788.375
2,10,2,1000000,10,0,1000,1000,1024,10000,5,0,0,0
4,1,2,10,10,1,1,1000,1024,10000,5,29,nan,nan
4,10,2,1000000,10,0,1,10,1024,100,5,0,413.6666667,1.6
2,1,2,1000000,10,1,1,1000,512,10000,2,0,0,0
2,10,4,10,10,1,1,10,512,100,2,0,0,1.5
2,10,4,1000000,10,1,1000,10,512,100,5,0,nan,nan
2,1,2,1000000,10,1,1,10,1024,100,5,0,nan,nan
4,1,2,10,10,0,1000,1000,512,10000,5,0,nan,nan
4,1,2,1000000,1,0,1000,10,512,100,2,29,0,86.5
4,10,2,1000000,1,0,1,1000,512,10000,2,0,0,1.5
4,10,4,1000000,10,1,1000,10,1024,100,5,29,55,1748.725
2,1,4,10,1,0,1,10,1024,100,2,29,nan,nan
4,10,2,1000000,1,0,1,1000,512,10000,5,0,nan,nan
4,10,4,1000000,1,0,1000,1000,512,10000,2,0,0,67.1
4,10,4,1000000,10,1,1,10,512,100,5,0,0,19.5
2,1,4,10,10,0,1000,1000,1024,10000,2,0,16496.5,707.4375
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,1159,446.65
2,1,4,1000000,10,1,1,10,512,100,2,0,nan,nan
2,1,4,10,1,0,1000,10,512,100,2,29,nan,nan
2,1,2,10,1,0,1,1000,512,10000,2,29,nan,nan
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,81.33333333,602.4333333
4,10,2,10,1,0,1000,10,512,100,2,0,2264.666667,78.3
4,10,2,10,1,0,1,1000,1024,10000,2,0,nan,nan
4,10,2,1000000,10,0,1000,10,512,100,5,0,781.3333333,593.0666667
2,1,2,1000000,10,0,1,1000,1024,10000,2,0,0,0
4,1,4,1000000,10,0,1000,10,512,100,2,29,26.33333333,1057
2,10,4,1000000,10,0,1000,1000,1024,10000,2,0,nan,nan
4,1,4,10,1,0,1,10,1024,100,2,29,nan,nan
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,nan,nan
2,1,4,10,1,1,1000,1000,512,10000,5,29,nan,nan
4,1,4,1000000,1,0,1,1000,512,10000,2,29,0,1.6
4,1,4,10,10,1,1000,10,512,100,5,29,10602.91667,1284.65
2,1,4,10,1,1,1,1000,512,10000,2,29,nan,nan
4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,1946.8,1251.76
4,1,4,10,1,1,1,10,512,100,2,29,0,1.6
4,1,4,10,10,0,1,10,512,100,5,29,nan,nan
2,1,4,10,1,0,1,10,1024,100,2,29,nan,nan
4,10,2,1000000,10,1,1000,10,512,100,5,29,1112.666667,559.5
4,10,4,10,10,0,1000,1000,1024,10000,2,0,11153.58333,1587.883333
2,1,2,1000000,10,1,1,10,512,100,5,0,0,0
4,10,2,10,1,0,1000,10,512,100,5,0,5217,72.3
4,1,2,10,1,1,1000,1000,512,10000,5,29,5611.5,72.8
2,10,4,10,10,0,1,1000,1024,10000,2,0,285.5,1.3
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,6275,52.96666667
4,10,4,1000000,1,1,1,1000,1024,10000,2,29,nan,nan
4,1,2,1000000,10,0,1,1000,512,10000,2,0,940.25,0.825
2,1,2,1000000,1,0,1000,10,1024,100,5,0,nan,nan
2,10,4,10,10,1,1000,10,1024,100,5,0,19997.5,708.7333333
2,10,4,1000000,10,1,1000,10,512,100,5,29,0,0
2,1,2,10,10,1,1000,10,1024,100,2,0,nan,nan
4,1,2,10,10,1,1000,10,1024,100,2,0,7206.666667,1638.533333
2,1,2,10,10,0,1,1000,512,10000,5,0,nan,nan
4,1,2,10,1,1,1,1000,1024,10000,5,0,nan,nan
4,1,2,10,10,0,1,1000,512,10000,2,29,4131.5,2.875
4,10,4,10,1,0,1000,10,1024,100,5,0,3534.666667,46
2,1,4,1000000,1,0,1000,10,512,100,5,0,0,14.2
4,10,4,10,1,0,1000,1000,1024,10000,5,29,10211.66667,29.16666667
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,0,32.9
2,1,4,10,1,1,1000,10,1024,100,2,0,nan,nan
4,10,4,10,1,1,1,10,512,100,2,0,nan,nan
2,1,2,10,1,1,1,10,1024,100,5,29,nan,nan
4,1,2,1000000,10,0,1,10,1024,100,2,29,nan,nan
2,1,4,1000000,10,1,1,10,1024,100,2,29,0,0
2,1,4,10,1,1,1000,10,1024,100,5,29,nan,nan
2,1,2,10,10,1,1,1000,512,10000,2,29,nan,nan
2,10,2,1000000,1,0,1,10,1024,100,2,0,nan,nan
4,10,4,1000000,1,1,1000,1000,1024,10000,5,29,nan,nan
4,10,2,1000000,1,0,1000,1000,1024,10000,5,0,0,89.5
2,10,4,1000000,1,1,1,1000,512,10000,5,0,nan,nan
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,5871,39
2,1,2,1000000,10,0,1000,10,512,100,5,29,0,0
4,10,4,1000000,10,0,1000,10,512,100,2,29,124.6666667,1614.466667
2,1,2,10,10,1,1000,1000,1024,10000,5,0,nan,nan
4,10,2,10,1,1,1,1000,512,10000,5,0,nan,nan
2,1,2,10,1,1,1000,10,512,100,2,0,0,48.3
2,10,4,1000000,10,1,1000,10,1024,100,5,29,nan,nan
